Purchases,day_engaged,Acceptance,Family,Income_Category_lower,Income_Category_middle,Income_Category_upper_middle,Income_Category_upper,Customer_Segment_Millennial,Customer_Segment_Gen X,Customer_Segment_Boomer,Customer_Segment_Silent,Education_Grad,Education_PostGrad,Education_Undergrad,clusters
16,605,0,3,0,1,0,0,0,1,0,0,1,0,0,1
7,806,0,3,0,1,0,0,0,1,0,0,1,0,0,1
17,460,2,2,0,0,1,0,1,0,0,0,0,1,0,0
16,360,1,2,0,0,1,0,0,0,1,0,1,0,0,0
10,204,0,3,1,0,0,0,0,1,0,0,1,0,0,1
12,272,0,3,0,1,0,0,0,1,0,0,0,1,0,1
23,452,0,3,0,0,1,0,0,1,0,0,0,1,0,0
18,471,3,2,0,0,1,0,0,0,0,1,1,0,0,0
23,550,0,3,0,1,0,0,0,1,0,0,0,1,0,2
9,686,0,3,0,1,0,0,1,0,0,0,1,0,0,1
28,271,0,1,0,0,0,1,0,0,1,0,0,1,0,0
11,714,0,3,1,0,0,0,0,1,0,0,0,1,0,1
9,325,1,2,1,0,0,0,0,1,0,0,1,0,0,1
7,807,0,3,0,1,0,0,0,1,0,0,1,0,0,1
4,527,0,3,0,1,0,0,0,1,0,0,1,0,0,1
7,196,0,4,0,1,0,0,0,1,0,0,0,1,0,1
22,841,0,1,0,0,0,1,0,1,0,0,0,1,0,2
19,548,0,2,0,0,1,0,0,1,0,0,0,1,0,0
15,766,0,4,0,1,0,0,0,0,0,1,0,1,0,2
7,386,0,4,0,1,0,0,0,0,1,0,1,0,0,1
24,640,0,4,0,1,0,0,0,0,1,0,1,0,0,2
20,381,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7,691,1,3,0,1,0,0,0,1,0,0,1,0,0,1
18,845,0,3,0,1,0,0,0,0,1,0,0,1,0,2
25,352,0,2,0,0,1,0,1,0,0,0,1,0,0,0
4,246,0,2,1,0,0,0,1,0,0,0,0,0,1,1
24,699,1,1,0,1,0,0,0,0,0,1,0,1,0,2
25,750,0,2,0,1,0,0,0,1,0,0,0,1,0,2
20,512,0,3,0,0,1,0,0,0,1,0,1,0,0,2
25,343,0,2,0,0,1,0,0,0,1,0,1,0,0,0
17,508,0,3,0,1,0,0,0,1,0,0,0,1,0,1
11,436,0,2,1,0,0,0,1,0,0,0,1,0,0,1
18,694,0,2,0,0,1,0,0,0,1,0,1,0,0,2
11,503,0,2,0,1,0,0,0,1,0,0,1,0,0,1
16,536,0,2,0,0,1,0,0,0,1,0,1,0,0,0
13,393,0,2,0,1,0,0,0,1,0,0,1,0,0,1
16,648,0,5,0,0,1,0,0,1,0,0,1,0,0,1
18,267,0,1,0,0,1,0,0,1,0,0,1,0,0,0
18,406,1,1,0,0,0,1,0,0,1,0,1,0,0,0
4,395,0,2,0,1,0,0,0,1,0,0,1,0,0,1
6,362,0,3,0,1,0,0,0,1,0,0,1,0,0,1
10,297,0,2,0,1,0,0,1,0,0,0,0,1,0,1
22,551,0,1,0,0,1,0,0,0,1,0,0,1,0,0
19,420,0,2,0,0,1,0,1,0,0,0,1,0,0,0
31,706,0,2,0,1,0,0,0,0,1,0,0,1,0,2
10,536,0,3,0,1,0,0,0,1,0,0,0,1,0,1
18,759,1,1,0,0,0,1,1,0,0,0,1,0,0,2
14,600,0,2,0,0,1,0,0,0,1,0,1,0,0,2
15,371,0,2,0,0,1,0,0,0,1,0,0,1,0,0
20,512,2,2,0,0,1,0,1,0,0,0,0,1,0,0
14,410,0,2,0,1,0,0,0,0,1,0,0,1,0,1
25,593,1,1,0,0,1,0,0,0,1,0,0,1,0,0
5,263,2,4,0,1,0,0,0,0,1,0,0,1,0,1
19,624,0,1,0,0,1,0,1,0,0,0,1,0,0,0
7,707,0,2,0,1,0,0,0,1,0,0,0,1,0,1
9,242,0,4,0,1,0,0,0,0,0,1,0,1,0,1
26,228,1,3,0,0,1,0,1,0,0,0,1,0,0,0
16,853,0,2,1,0,0,0,0,1,0,0,0,1,0,2
19,325,1,2,0,0,1,0,0,1,0,0,1,0,0,0
19,367,1,1,0,0,1,0,1,0,0,0,0,1,0,0
16,242,0,1,0,0,1,0,1,0,0,0,1,0,0,0
21,410,0,3,0,0,1,0,0,1,0,0,0,1,0,0
20,268,0,2,0,0,1,0,0,1,0,0,0,1,0,0
7,325,0,2,0,1,0,0,1,0,0,0,1,0,0,1
25,872,1,2,0,0,1,0,0,0,0,1,0,1,0,2
5,740,0,3,1,0,0,0,1,0,0,0,0,0,1,1
19,224,0,1,0,0,1,0,0,0,0,1,1,0,0,0
8,221,0,3,0,1,0,0,0,1,0,0,0,1,0,1
17,434,0,2,0,0,1,0,0,1,0,0,1,0,0,0
30,589,1,3,0,0,1,0,0,1,0,0,0,1,0,2
26,536,0,2,0,1,0,0,0,1,0,0,1,0,0,2
23,510,0,2,0,0,1,0,0,1,0,0,0,1,0,0
22,570,0,3,0,0,1,0,0,0,0,1,0,1,0,2
20,530,0,3,0,1,0,0,0,0,1,0,0,1,0,2
12,583,1,1,0,0,1,0,1,0,0,0,1,0,0,0
18,668,3,2,0,0,0,1,0,0,0,1,1,0,0,2
9,740,0,1,1,0,0,0,1,0,0,0,0,0,1,1
19,822,2,2,0,1,0,0,1,0,0,0,0,1,0,2
20,319,0,3,0,0,1,0,1,0,0,0,0,1,0,0
13,458,0,3,0,0,1,0,0,1,0,0,1,0,0,1
6,391,0,3,0,1,0,0,0,1,0,0,1,0,0,1
16,822,0,2,0,0,1,0,0,1,0,0,0,1,0,2
6,236,0,3,1,0,0,0,0,1,0,0,0,1,0,1
9,238,1,4,0,1,0,0,0,1,0,0,0,1,0,1
12,702,0,3,0,1,0,0,0,1,0,0,0,1,0,1
7,600,0,3,0,1,0,0,0,1,0,0,0,1,0,1
5,235,0,4,0,1,0,0,0,1,0,0,0,1,0,1
12,690,0,4,1,0,0,0,0,1,0,0,0,1,0,1
16,761,0,3,0,0,1,0,0,0,1,0,1,0,0,2
22,867,0,2,0,1,0,0,0,0,0,1,1,0,0,2
8,239,0,4,0,0,1,0,0,1,0,0,1,0,0,1
16,614,0,2,0,1,0,0,0,0,1,0,0,1,0,2
26,832,0,2,0,0,1,0,0,0,1,0,1,0,0,2
20,239,0,2,0,1,0,0,0,0,1,0,0,1,0,0
7,732,0,3,0,1,0,0,0,1,0,0,0,1,0,1
13,444,0,3,0,1,0,0,0,1,0,0,0,1,0,1
17,190,0,4,0,1,0,0,0,1,0,0,1,0,0,1
21,476,0,3,0,1,0,0,0,0,1,0,1,0,0,2
23,500,2,2,0,0,0,1,0,1,0,0,1,0,0,0
10,811,0,3,0,1,0,0,0,1,0,0,1,0,0,1
4,628,0,3,0,1,0,0,0,1,0,0,0,1,0,1
24,810,0,3,0,1,0,0,0,1,0,0,1,0,0,2
18,333,0,2,0,0,1,0,1,0,0,0,1,0,0,0
11,714,0,5,0,1,0,0,0,1,0,0,0,1,0,1
10,780,0,3,1,0,0,0,1,0,0,0,0,1,0,1
18,410,0,2,0,0,1,0,0,0,1,0,0,1,0,0
24,809,0,2,0,0,1,0,0,1,0,0,0,1,0,2
24,332,0,2,0,0,1,0,0,0,1,0,1,0,0,0
19,883,1,2,0,0,1,0,0,0,1,0,0,1,0,2
21,447,0,5,0,1,0,0,0,0,1,0,0,1,0,1
9,363,0,4,0,1,0,0,0,0,0,1,1,0,0,1
28,476,1,3,0,1,0,0,0,0,1,0,1,0,0,0
4,538,0,3,0,1,0,0,0,0,1,0,0,1,0,1
0,193,0,1,1,0,0,0,0,0,1,0,1,0,0,1
6,512,0,2,0,1,0,0,0,1,0,0,0,1,0,1
29,444,0,2,0,0,1,0,0,1,0,0,1,0,0,0
23,504,2,2,0,0,1,0,0,0,0,1,1,0,0,0
16,498,0,3,0,0,1,0,0,1,0,0,0,1,0,0
19,402,0,2,0,0,1,0,0,1,0,0,0,1,0,0
26,433,3,2,0,0,1,0,0,1,0,0,1,0,0,0
27,599,0,1,0,0,1,0,0,1,0,0,0,1,0,0
7,186,0,3,0,1,0,0,0,0,1,0,0,1,0,1
17,286,4,1,0,0,1,0,0,0,1,0,1,0,0,0
4,763,0,3,1,0,0,0,0,1,0,0,0,1,0,1
22,853,1,3,0,1,0,0,0,1,0,0,0,1,0,2
24,317,0,2,0,0,1,0,1,0,0,0,1,0,0,0
8,193,0,3,0,0,1,0,0,0,1,0,1,0,0,1
4,281,0,1,0,1,0,0,1,0,0,0,1,0,0,1
23,418,1,2,0,0,1,0,0,1,0,0,1,0,0,0
9,310,0,4,1,0,0,0,0,0,1,0,1,0,0,1
25,506,1,3,0,1,0,0,0,1,0,0,1,0,0,2
16,424,0,2,0,1,0,0,0,0,1,0,1,0,0,0
20,843,2,2,0,0,1,0,0,0,1,0,0,1,0,2
12,449,2,1,0,0,0,1,1,0,0,0,0,1,0,0
22,645,2,4,0,1,0,0,0,1,0,0,0,1,0,2
7,687,0,3,1,0,0,0,1,0,0,0,1,0,0,1
16,594,0,3,0,1,0,0,0,0,1,0,0,1,0,1
21,698,1,2,0,1,0,0,0,0,1,0,1,0,0,2
23,787,0,3,0,0,1,0,0,0,0,1,0,1,0,2
20,599,1,2,0,0,1,0,0,0,0,1,1,0,0,2
10,340,1,4,1,0,0,0,0,1,0,0,1,0,0,1
4,601,0,3,0,1,0,0,0,0,1,0,0,1,0,1
21,859,3,3,0,0,1,0,0,1,0,0,1,0,0,2
8,355,0,3,0,1,0,0,0,1,0,0,0,1,0,1
18,665,0,2,0,1,0,0,0,1,0,0,1,0,0,2
7,843,0,3,0,1,0,0,0,1,0,0,0,1,0,1
9,258,0,4,0,1,0,0,0,1,0,0,0,1,0,1
15,257,0,2,0,0,1,0,0,0,0,1,0,1,0,0
20,269,1,2,0,0,1,0,0,0,1,0,0,1,0,0
11,583,0,2,0,1,0,0,0,1,0,0,1,0,0,1
5,728,0,3,0,1,0,0,0,1,0,0,1,0,0,1
8,680,0,1,1,0,0,0,0,1,0,0,1,0,0,1
10,196,0,3,0,1,0,0,0,1,0,0,1,0,0,1
6,543,0,3,1,0,0,0,0,1,0,0,0,1,0,1
25,668,0,5,0,0,1,0,0,0,0,1,0,1,0,2
6,191,0,3,0,1,0,0,0,0,1,0,0,1,0,1
7,789,0,3,1,0,0,0,0,1,0,0,1,0,0,1
21,633,0,3,0,1,0,0,0,0,1,0,0,1,0,2
7,498,1,2,1,0,0,0,0,1,0,0,1,0,0,1
7,702,0,2,1,0,0,0,1,0,0,0,0,0,1,1
5,518,0,2,0,1,0,0,0,0,1,0,0,1,0,1
32,788,0,3,0,0,1,0,0,0,1,0,0,1,0,2
22,551,1,2,0,0,1,0,0,1,0,0,1,0,0,0
20,714,0,1,0,0,0,1,0,1,0,0,1,0,0,2
16,190,0,2,0,0,1,0,0,1,0,0,1,0,0,0
5,709,0,3,0,1,0,0,0,1,0,0,0,1,0,1
19,234,1,2,0,0,1,0,0,1,0,0,1,0,0,0
13,855,0,1,1,0,0,0,0,1,0,0,1,0,0,2
11,309,0,4,0,1,0,0,0,0,1,0,0,1,0,1
9,470,0,3,0,1,0,0,0,1,0,0,0,1,0,1
6,277,1,3,0,1,0,0,0,1,0,0,0,1,0,1
21,582,0,3,0,1,0,0,0,0,0,1,1,0,0,2
18,253,1,3,0,0,1,0,0,0,1,0,1,0,0,0
8,789,0,4,0,1,0,0,0,0,1,0,1,0,0,1
16,835,0,1,1,0,0,0,1,0,0,0,1,0,0,2
14,223,1,2,0,0,1,0,0,0,1,0,1,0,0,0
5,520,0,3,0,1,0,0,1,0,0,0,1,0,0,1
10,810,0,2,0,1,0,0,0,0,1,0,0,1,0,2
7,463,0,3,0,1,0,0,0,0,1,0,0,1,0,1
27,445,0,3,0,0,1,0,0,0,1,0,0,1,0,0
18,779,0,3,0,1,0,0,1,0,0,0,1,0,0,2
25,545,1,3,0,1,0,0,0,0,1,0,1,0,0,2
20,269,1,2,0,0,1,0,0,0,1,0,0,1,0,0
4,210,1,4,1,0,0,0,0,0,1,0,0,1,0,1
25,684,0,2,0,0,1,0,0,0,0,1,0,1,0,2
7,686,0,3,1,0,0,0,0,1,0,0,0,1,0,1
5,636,0,3,1,0,0,0,1,0,0,0,0,1,0,1
21,818,0,1,0,0,1,0,1,0,0,0,1,0,0,2
15,855,0,3,0,1,0,0,0,1,0,0,1,0,0,2
12,510,0,2,0,1,0,0,0,0,0,1,0,1,0,1
22,765,0,1,0,0,1,0,0,0,0,1,1,0,0,2
17,641,0,2,0,0,1,0,1,0,0,0,1,0,0,2
28,822,1,4,0,0,1,0,0,0,0,1,0,1,0,2
26,525,1,4,0,0,1,0,0,0,1,0,1,0,0,2
20,721,0,1,0,1,0,0,1,0,0,0,0,1,0,2
6,227,1,3,0,1,0,0,0,1,0,0,0,1,0,1
17,265,0,3,0,0,1,0,0,0,1,0,0,1,0,0
8,841,0,4,1,0,0,0,0,0,1,0,1,0,0,1
23,245,2,1,0,0,1,0,1,0,0,0,1,0,0,0
33,881,0,2,0,0,1,0,0,0,1,0,0,1,0,2
4,880,0,1,1,0,0,0,0,0,1,0,1,0,0,1
24,303,0,2,0,0,1,0,0,1,0,0,1,0,0,0
8,221,0,3,0,1,0,0,0,1,0,0,0,1,0,1
25,759,0,3,0,0,1,0,0,0,1,0,1,0,0,2
23,762,0,3,0,0,1,0,0,0,1,0,1,0,0,2
7,311,0,3,0,1,0,0,0,0,0,1,1,0,0,1
14,532,0,2,0,1,0,0,0,0,1,0,1,0,0,1
21,547,1,2,0,0,0,1,0,0,1,0,1,0,0,0
25,610,2,2,0,0,0,1,0,1,0,0,0,1,0,2
6,499,0,4,1,0,0,0,0,1,0,0,0,1,0,1
15,344,0,2,0,1,0,0,0,1,0,0,0,1,0,0
4,619,0,3,0,1,0,0,0,1,0,0,0,1,0,1
13,290,0,1,0,0,1,0,0,0,1,0,1,0,0,0
19,775,0,3,0,1,0,0,0,1,0,0,1,0,0,2
16,862,0,2,0,0,1,0,0,0,1,0,1,0,0,2
4,502,0,3,0,1,0,0,1,0,0,0,1,0,0,1
20,698,1,1,0,0,1,0,0,1,0,0,0,1,0,2
26,696,0,3,0,1,0,0,0,1,0,0,1,0,0,2
6,446,0,3,1,0,0,0,0,1,0,0,1,0,0,1
22,727,4,2,0,0,1,0,0,0,1,0,0,1,0,2
4,243,0,3,0,1,0,0,1,0,0,0,1,0,0,1
17,290,0,1,0,0,1,0,0,0,1,0,0,1,0,0
20,217,1,2,0,0,0,1,0,1,0,0,0,1,0,0
9,250,0,2,0,1,0,0,0,1,0,0,0,1,0,1
17,496,0,2,0,0,1,0,0,0,1,0,1,0,0,0
9,558,0,3,0,1,0,0,0,1,0,0,0,1,0,1
10,295,0,4,0,1,0,0,0,0,1,0,0,1,0,1
15,512,0,2,0,0,1,0,0,1,0,0,1,0,0,0
13,213,0,2,0,0,1,0,0,0,1,0,1,0,0,0
15,792,0,1,0,0,1,0,1,0,0,0,0,1,0,2
4,618,0,3,1,0,0,0,1,0,0,0,0,1,0,1
25,729,0,3,0,1,0,0,0,1,0,0,1,0,0,2
17,450,3,1,0,0,1,0,0,1,0,0,1,0,0,0
14,591,0,3,0,1,0,0,0,1,0,0,0,1,0,1
20,517,0,3,0,1,0,0,1,0,0,0,1,0,0,2
13,432,0,3,0,1,0,0,0,1,0,0,1,0,0,1
6,283,0,3,0,1,0,0,0,1,0,0,1,0,0,1
21,412,1,1,0,0,1,0,0,0,1,0,0,1,0,0
6,196,0,3,0,1,0,0,0,0,0,1,0,1,0,1
8,516,0,2,1,0,0,0,0,1,0,0,0,1,0,1
19,336,1,3,0,0,1,0,0,1,0,0,0,1,0,0
19,215,0,4,0,0,1,0,0,0,1,0,1,0,0,0
16,675,0,1,0,0,1,0,0,0,1,0,1,0,0,2
16,671,1,1,0,0,1,0,1,0,0,0,0,1,0,2
4,326,0,3,0,1,0,0,0,1,0,0,0,1,0,1
19,318,1,1,0,0,0,1,0,0,1,0,0,1,0,0
9,489,0,2,1,0,0,0,1,0,0,0,0,1,0,1
14,491,2,3,0,0,1,0,0,1,0,0,1,0,0,0
5,442,1,3,0,1,0,0,1,0,0,0,0,1,0,1
12,468,1,2,0,1,0,0,1,0,0,0,0,1,0,1
6,715,0,2,1,0,0,0,0,0,1,0,0,0,1,1
23,476,0,3,0,1,0,0,0,1,0,0,0,1,0,2
22,452,0,2,0,0,1,0,0,1,0,0,1,0,0,0
9,770,0,3,0,1,0,0,0,1,0,0,0,1,0,1
16,594,0,3,0,1,0,0,0,1,0,0,0,1,0,1
8,373,0,2,0,1,0,0,0,1,0,0,1,0,0,1
14,774,0,3,0,1,0,0,0,0,1,0,1,0,0,2
20,744,0,3,0,1,0,0,0,0,1,0,1,0,0,2
18,876,0,3,0,0,0,1,0,0,1,0,1,0,0,2
7,252,0,5,0,1,0,0,0,1,0,0,1,0,0,1
4,719,0,1,1,0,0,0,1,0,0,0,0,0,1,1
25,377,0,1,0,0,1,0,0,0,0,1,0,1,0,0
17,716,1,3,0,0,1,0,0,0,0,1,0,1,0,2
4,448,0,3,1,0,0,0,0,0,1,0,1,0,0,1
5,208,0,3,0,1,0,0,0,1,0,0,1,0,0,1
24,780,1,3,0,0,1,0,0,1,0,0,1,0,0,2
21,429,3,1,0,0,1,0,1,0,0,0,1,0,0,0
14,222,0,3,0,1,0,0,0,1,0,0,0,1,0,1
9,879,0,4,0,1,0,0,0,1,0,0,0,1,0,1
20,608,0,1,0,0,1,0,0,0,1,0,0,1,0,0
8,224,0,1,1,0,0,0,1,0,0,0,0,1,0,0
14,698,0,3,0,1,0,0,0,0,1,0,1,0,0,2
22,560,0,3,0,1,0,0,0,0,0,1,0,1,0,2
7,700,0,3,0,1,0,0,1,0,0,0,1,0,0,1
7,235,0,2,1,0,0,0,0,1,0,0,0,1,0,1
8,502,0,2,0,1,0,0,0,0,1,0,0,1,0,1
25,422,0,1,0,0,1,0,0,0,0,1,1,0,0,0
11,345,0,3,1,0,0,0,0,1,0,0,0,1,0,1
9,408,1,3,0,1,0,0,0,1,0,0,1,0,0,1
31,839,0,4,0,1,0,0,0,0,1,0,1,0,0,2
16,415,0,3,0,0,1,0,0,0,1,0,0,1,0,0
4,810,1,2,1,0,0,0,1,0,0,0,1,0,0,1
27,544,0,1,0,1,0,0,0,0,0,1,0,1,0,0
24,855,0,3,0,0,1,0,0,0,1,0,1,0,0,2
4,855,0,3,1,0,0,0,0,1,0,0,1,0,0,1
26,831,1,2,0,0,1,0,0,1,0,0,1,0,0,2
12,273,0,3,0,1,0,0,0,0,1,0,0,1,0,1
10,218,0,3,1,0,0,0,0,0,1,0,0,1,0,1
26,529,0,4,0,1,0,0,0,1,0,0,1,0,0,2
15,757,0,2,0,1,0,0,0,1,0,0,1,0,0,2
11,217,0,2,0,0,1,0,0,0,1,0,1,0,0,0
25,661,0,3,0,1,0,0,0,0,0,1,1,0,0,2
12,284,0,3,0,1,0,0,0,0,1,0,1,0,0,1
31,839,0,4,0,1,0,0,0,0,1,0,1,0,0,2
17,803,1,3,0,0,1,0,0,0,1,0,1,0,0,2
21,862,0,2,0,0,1,0,1,0,0,0,1,0,0,2
12,445,0,3,0,1,0,0,0,1,0,0,0,1,0,1
22,588,0,3,0,0,1,0,0,1,0,0,1,0,0,2
6,545,0,3,0,1,0,0,0,1,0,0,0,1,0,1
9,862,0,5,0,1,0,0,0,1,0,0,1,0,0,1
17,582,0,2,0,0,1,0,0,0,0,1,1,0,0,2
16,344,0,1,0,0,1,0,0,1,0,0,1,0,0,0
4,318,1,2,1,0,0,0,1,0,0,0,0,0,1,1
5,290,0,2,1,0,0,0,0,1,0,0,0,1,0,1
16,858,0,2,0,0,1,0,1,0,0,0,0,1,0,2
17,354,1,4,0,0,1,0,0,0,1,0,0,1,0,0
7,723,0,3,1,0,0,0,0,1,0,0,0,0,1,1
13,414,0,3,0,1,0,0,0,0,1,0,0,1,0,1
4,789,0,4,0,1,0,0,0,0,0,1,0,1,0,1
17,594,0,3,0,1,0,0,0,1,0,0,1,0,0,1
9,628,0,3,1,0,0,0,0,1,0,0,1,0,0,1
18,322,1,1,0,0,0,1,1,0,0,0,0,1,0,0
19,718,0,3,0,1,0,0,0,0,0,1,1,0,0,2
11,726,0,3,0,1,0,0,0,0,1,0,1,0,0,1
21,712,1,2,0,1,0,0,0,0,1,0,0,1,0,2
12,608,0,3,1,0,0,0,0,0,1,0,0,0,1,1
4,238,0,2,1,0,0,0,0,1,0,0,1,0,0,1
5,517,0,2,1,0,0,0,1,0,0,0,1,0,0,1
7,497,0,4,0,1,0,0,0,0,1,0,1,0,0,1
26,494,1,2,0,0,1,0,0,0,0,1,0,1,0,0
10,756,0,3,0,1,0,0,0,0,1,0,0,1,0,1
5,308,0,4,0,1,0,0,0,1,0,0,0,1,0,1
16,740,0,1,0,0,1,0,0,1,0,0,0,1,0,2
25,775,2,2,0,0,1,0,0,1,0,0,0,1,0,2
6,256,0,2,0,0,1,0,0,0,1,0,1,0,0,1
9,318,0,2,0,0,1,0,0,0,0,1,1,0,0,0
10,619,0,4,0,1,0,0,0,1,0,0,0,1,0,1
22,620,0,2,0,0,1,0,0,1,0,0,0,1,0,2
8,487,0,3,0,1,0,0,0,0,1,0,0,1,0,1
19,641,1,3,0,0,1,0,0,1,0,0,0,1,0,2
14,271,0,2,0,0,1,0,0,1,0,0,0,1,0,0
27,844,0,2,0,0,1,0,0,0,1,0,0,1,0,2
12,477,0,4,0,1,0,0,0,1,0,0,1,0,0,1
22,706,0,3,0,0,1,0,0,0,1,0,1,0,0,2
11,366,0,3,0,1,0,0,0,0,1,0,0,1,0,1
6,813,1,2,1,0,0,0,0,1,0,0,1,0,0,1
17,502,0,2,0,0,1,0,0,0,1,0,0,1,0,0
22,680,1,3,0,1,0,0,0,0,1,0,0,1,0,2
26,405,1,2,0,0,1,0,0,0,1,0,0,1,0,0
6,429,0,2,1,0,0,0,1,0,0,0,1,0,0,1
5,319,1,4,0,1,0,0,0,0,1,0,0,1,0,1
9,589,0,3,0,1,0,0,0,0,1,0,1,0,0,1
15,446,1,3,0,1,0,0,0,0,1,0,1,0,0,1
18,626,0,3,0,0,1,0,0,0,1,0,1,0,0,2
31,431,1,3,0,0,1,0,0,1,0,0,1,0,0,0
21,660,1,2,0,0,1,0,0,1,0,0,1,0,0,2
15,792,0,4,0,1,0,0,0,1,0,0,1,0,0,2
11,552,0,3,0,1,0,0,0,1,0,0,1,0,0,1
17,533,0,2,0,0,1,0,0,0,1,0,1,0,0,0
13,876,0,4,0,1,0,0,0,0,1,0,0,1,0,2
24,452,0,2,0,0,1,0,1,0,0,0,0,1,0,0
8,712,0,2,0,1,0,0,0,0,1,0,1,0,0,1
10,862,0,2,1,0,0,0,1,0,0,0,0,0,1,2
4,466,0,3,1,0,0,0,0,1,0,0,1,0,0,1
22,705,1,1,0,0,1,0,0,0,1,0,0,1,0,2
7,520,1,4,0,1,0,0,0,1,0,0,1,0,0,1
11,466,0,3,0,1,0,0,0,0,1,0,0,1,0,1
20,613,0,3,0,0,1,0,0,0,1,0,0,1,0,2
22,446,1,1,0,0,1,0,0,0,1,0,0,1,0,0
7,801,1,3,1,0,0,0,1,0,0,0,1,0,0,1
18,504,0,3,0,1,0,0,0,1,0,0,0,1,0,1
9,277,0,4,0,1,0,0,0,0,1,0,0,1,0,1
14,685,0,3,0,1,0,0,0,1,0,0,1,0,0,1
5,551,0,3,0,1,0,0,1,0,0,0,0,1,0,1
10,326,0,2,0,1,0,0,0,1,0,0,1,0,0,1
7,651,0,3,1,0,0,0,1,0,0,0,1,0,0,1
5,244,0,3,0,1,0,0,0,1,0,0,0,1,0,1
25,220,0,3,0,0,1,0,0,1,0,0,1,0,0,0
8,259,0,3,0,1,0,0,0,0,1,0,0,1,0,1
24,454,3,2,0,0,1,0,0,1,0,0,1,0,0,0
5,546,0,3,1,0,0,0,1,0,0,0,1,0,0,1
12,398,0,3,0,1,0,0,0,0,0,1,1,0,0,1
5,348,0,2,1,0,0,0,1,0,0,0,0,0,1,1
7,455,0,5,0,0,1,0,0,0,1,0,0,1,0,1
23,222,1,2,0,0,1,0,0,0,1,0,1,0,0,0
10,256,0,2,0,0,1,0,0,0,0,1,0,1,0,0
16,880,0,3,1,0,0,0,0,1,0,0,0,1,0,2
15,228,0,1,1,0,0,0,0,1,0,0,1,0,0,0
11,759,0,2,1,0,0,0,1,0,0,0,0,0,1,1
4,636,0,4,0,1,0,0,0,1,0,0,1,0,0,1
4,283,0,3,1,0,0,0,0,1,0,0,0,1,0,1
27,222,1,3,0,0,1,0,0,1,0,0,1,0,0,0
13,492,2,2,0,0,1,0,0,0,1,0,0,1,0,0
28,534,1,4,0,0,1,0,0,0,0,1,1,0,0,2
34,678,1,3,0,0,1,0,0,0,1,0,0,1,0,2
17,476,0,3,0,0,1,0,0,1,0,0,1,0,0,0
23,440,0,2,0,0,1,0,0,0,1,0,1,0,0,0
18,885,0,4,0,1,0,0,0,1,0,0,0,1,0,2
16,881,0,3,0,0,1,0,0,0,1,0,0,1,0,2
19,234,0,3,0,0,1,0,0,1,0,0,1,0,0,0
4,288,1,4,0,1,0,0,0,1,0,0,1,0,0,1
23,503,2,2,0,0,1,0,0,1,0,0,1,0,0,0
6,227,1,3,0,1,0,0,0,1,0,0,0,1,0,1
17,589,1,1,0,0,0,1,1,0,0,0,0,1,0,0
27,392,2,2,0,0,1,0,1,0,0,0,0,1,0,0
8,544,0,4,0,1,0,0,0,0,1,0,1,0,0,1
7,301,0,3,0,1,0,0,0,0,0,1,1,0,0,1
17,450,3,1,0,0,1,0,0,1,0,0,1,0,0,0
29,829,0,4,0,1,0,0,0,0,1,0,0,1,0,2
9,692,0,3,1,0,0,0,0,1,0,0,1,0,0,1
10,499,0,3,0,1,0,0,0,0,0,1,0,1,0,1
19,194,0,1,0,0,1,0,0,0,1,0,0,1,0,0
16,269,1,2,0,1,0,0,0,0,0,1,1,0,0,0
24,709,0,2,0,0,1,0,0,0,1,0,0,1,0,2
14,858,1,2,0,1,0,0,0,1,0,0,1,0,0,2
25,653,0,4,0,1,0,0,0,0,1,0,0,1,0,2
9,771,0,2,1,0,0,0,0,1,0,0,0,1,0,1
22,674,1,3,0,0,1,0,0,1,0,0,1,0,0,2
4,381,1,3,0,1,0,0,0,1,0,0,0,1,0,1
8,730,0,5,0,1,0,0,0,0,1,0,1,0,0,1
22,832,1,1,0,0,1,0,0,1,0,0,1,0,0,2
18,398,0,3,0,1,0,0,0,1,0,0,1,0,0,1
19,875,1,2,0,0,1,0,1,0,0,0,1,0,0,2
28,866,2,1,0,1,0,0,0,1,0,0,0,1,0,2
6,833,0,4,0,1,0,0,0,0,1,0,0,1,0,1
17,529,0,2,0,1,0,0,0,0,0,1,0,1,0,0
13,787,0,2,1,0,0,0,0,0,0,1,0,0,1,2
5,658,0,2,0,1,0,0,0,1,0,0,1,0,0,1
18,769,1,3,0,1,0,0,0,1,0,0,0,1,0,2
7,572,0,4,0,1,0,0,0,1,0,0,0,1,0,1
23,690,3,2,0,0,1,0,0,1,0,0,0,1,0,2
21,732,0,2,0,1,0,0,0,1,0,0,1,0,0,2
4,483,0,2,1,0,0,0,0,0,1,0,1,0,0,1
5,519,0,2,1,0,0,0,0,1,0,0,1,0,0,1
8,289,0,3,0,1,0,0,0,1,0,0,0,1,0,1
4,390,0,3,0,1,0,0,0,1,0,0,0,1,0,1
7,264,0,3,0,1,0,0,0,0,1,0,0,1,0,1
10,278,0,3,0,0,1,0,0,0,1,0,0,1,0,1
5,433,0,3,0,1,0,0,0,1,0,0,0,1,0,1
25,556,1,3,0,0,1,0,0,0,1,0,1,0,0,2
15,316,1,2,0,0,1,0,0,0,0,1,1,0,0,0
10,735,0,3,1,0,0,0,0,1,0,0,1,0,0,1
18,668,3,2,0,0,0,1,0,0,0,1,1,0,0,2
